Operator,Reservoir,CompletionDate,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM,CumOil12Month
23,6,2014-06-05,7585.0,1321.0,47.0,2000.0,892.988,54.806,500.0,7083.984,146.238,6332.857,0.066,4145.725574,0.676,0.013,3.62104394,0.174,0.157,0.878,4.40199184417725,79111.0625
23,2,2014-08-27,6454.0,1325.0,48.0,2000.0,627.976,55.692,500.0,6402.581,,22629.637,0.056,3314.346219,0.473,0.011,2.916782467,0.218,0.13,0.86,3.84477591514587,97517.984375
23,6,2014-07-01,7077.0,1302.0,49.0,2000.0,750.089,59.185,500.0,7125.727,159.718,5830.946,0.066,4739.451568,0.722,0.017,3.418566108,0.181,0.161,0.877,4.20108985900879,123760.9140625
23,6,2015-07-19,6137.0,1330.0,46.0,876.013,876.013,1.536,1.536,7080.602,150.362,6770.046,0.063,4544.638588,0.676,0.01,3.280545071,0.191,0.111,0.859,3.79399299621582,74413.28125
23,6,2015-12-08,6845.0,1327.0,46.0,849.574,799.831,65.717,72.248,7066.542,151.375,6550.421,0.062,4278.501356,0.657,0.017,3.394669079,0.18,0.161,0.878,4.08368301391602,61801.9140625
23,6,2015-07-19,6076.0,1290.0,45.0,875.53,753.073,7.203,1.536,7079.066,143.183,6445.833,0.063,4376.898547,0.695,0.01,3.306778417,0.185,0.108,0.859,3.72425651550293,59899.53515625
23,6,2015-12-08,7552.0,1327.0,46.0,893.498,872.045,63.527,54.806,7138.79,151.375,5480.399,0.066,4828.320977,0.742,0.013,3.481425179,0.183,0.158,0.877,4.38364553451538,49287.6171875
23,2,2016-06-30,7981.0,1362.0,46.0,630.325,652.449,6.087,8.189,6455.859,,25936.185,0.064,3086.33356,0.468,0.006,3.399319293,0.22,0.104,0.853,4.50230073928833,127980.46875
23,2,2016-12-12,8748.0,1599.0,45.0,610.501,707.41,2.794,3.001,6486.612,,24336.857,0.06,2986.617505,0.488,0.014,3.112896113,0.234,0.122,0.876,5.0789041519165,232173.4375
23,2,2016-06-30,7947.0,1377.0,47.0,636.126,636.126,3.984,3.984,6459.843,,26178.279,0.065,2944.244884,0.47,0.008,3.332159709,0.223,0.103,0.853,4.51224327087402,133957.046875
23,2,2016-12-12,8746.0,1595.0,44.0,610.137,610.137,3.001,3.001,6483.611,,22621.71,0.058,3198.113904,0.512,0.013,3.020315556,0.232,0.128,0.877,5.07037973403931,185448.3125
23,2,2016-06-30,8011.0,1364.0,48.0,634.344,660.113,7.449,9.66,6450.182,,26439.521,0.065,2996.979481,0.467,0.008,3.236886667,0.222,0.111,0.853,4.53765058517456,125559.5
23,2,2016-12-12,8668.0,1579.0,44.0,667.001,657.189,17.36,31.494,6486.837,,21894.132,0.058,3179.026872,0.525,0.013,3.036491369,0.228,0.132,0.877,5.00411987304688,199002.078125
23,2,2015-07-03,7585.0,1306.0,46.0,685.345,779.758,8.197,5.237,6444.946,,26903.283,0.064,2861.145925,0.453,0.008,3.186232824,0.221,0.116,0.852,4.27473020553589,170647.453125
23,6,2015-01-06,8263.0,1305.0,46.0,879.481,879.481,5.68,5.68,7106.938,145.053,5505.035,0.066,4365.710553,0.724,0.011,3.632290517,0.172,0.156,0.877,4.6518030166626,99143.34375
23,2,2015-07-04,7534.0,1288.0,45.0,873.672,873.672,11.156,11.156,6456.101,,28012.032,0.064,3123.726557,0.432,0.008,3.143644217,0.223,0.115,0.852,4.22000885009766,163966.984375
23,6,2015-01-06,8263.0,1307.0,46.0,879.4,879.4,5.68,5.68,7101.259,145.053,5918.654,0.065,4367.217146,0.696,0.009,3.650309679,0.175,0.161,0.877,4.65549278259277,75742.8125
23,2,2018-04-29,8683.0,1644.0,38.0,628.192,646.884,31.074,55.692,6458.273,,23827.313,0.062,2973.540139,0.493,0.006,3.691953684,0.219,0.098,0.856,4.99892282485962,141214.0
23,2,2018-04-30,8761.0,1629.0,39.0,661.767,661.767,1.926,1.926,6464.729,,25508.895,0.064,3007.925132,0.473,0.006,3.692161111,0.221,0.093,0.856,5.03405618667603,135967.0
23,2,2018-03-09,8682.0,1624.0,41.0,661.77,661.77,1.245,1.245,6462.803,,25042.62,0.064,2994.260302,0.485,0.006,3.691541133,0.219,0.098,0.856,5.01545286178589,151511.0
48,2,2014-10-19,6591.0,1567.0,31.0,2000.0,851.391,28.564,500.0,6464.807,,22926.916,0.056,3320.657356,0.418,0.001,3.037696361,0.216,0.146,0.95,3.47800517082214,125583.109375
48,6,2014-10-26,7420.0,1500.0,30.0,630.087,654.708,5.102,1.939,7098.212,195.163,8514.039,0.061,4394.000487,0.606,0.004,3.098410911,0.184,0.175,0.958,3.78902840614319,82528.0625
48,6,2015-01-11,7466.0,1976.0,33.0,629.438,629.438,1.939,1.939,7100.151,195.163,7999.475,0.057,4466.803186,0.606,0.003,3.104297937,0.184,0.177,0.958,4.2309193611145,41932.99609375
48,6,2014-11-26,7499.0,2027.0,31.0,615.834,615.834,6.892,6.892,7093.259,195.163,8289.12,0.059,4593.752475,0.614,0.003,3.087030851,0.185,0.176,0.958,4.27081775665283,73408.3203125
48,3,2014-12-23,7586.0,2030.0,29.0,2000.0,1324.264,6.403,500.0,5771.493,,14780.326,0.05,1994.164225,0.308,,2.650119952,0.206,0.2,0.949,4.10038280487061,62228.15625
48,6,2015-01-01,7520.0,1485.0,33.0,615.756,615.756,7.221,7.221,7100.767,196.146,9376.068,0.06,4235.678418,0.559,0.003,3.081009297,0.183,0.182,0.958,3.84268856048584,83981.4453125
48,6,2015-03-01,7442.0,1974.0,32.0,617.713,617.713,2.737,2.737,7093.546,196.146,8728.123,0.056,4282.087198,0.578,0.001,3.102607717,0.184,0.184,0.958,4.21249628067017,118594.4765625
48,6,2015-05-17,7463.0,1484.0,37.0,618.744,618.744,2.737,2.737,7096.283,196.146,8499.052,0.058,4459.390829,0.601,0.001,3.087063506,0.185,0.182,0.958,3.8678503036499,60645.0234375
48,6,2015-02-05,7441.0,2024.0,39.0,659.316,659.316,10.708,10.708,7085.574,191.238,8462.952,0.055,4300.730193,0.584,0.001,3.053951807,0.185,0.186,0.958,4.33269023895264,77650.484375
48,2,2015-09-03,7142.0,1358.0,30.0,812.883,670.212,95.695,6.759,6493.371,,17392.268,0.049,3037.656826,0.494,0.001,2.900062172,0.204,0.163,0.95,3.5011682510376,89314.0234375
48,2,2015-09-13,7252.0,1313.0,32.0,809.15,321.941,156.067,1.195,6486.612,,19459.996,0.054,3363.952653,0.499,0.003,2.95644118,0.212,0.152,0.95,3.52428126335144,86481.40625
48,2,2015-09-03,7125.0,1393.0,31.0,849.884,603.184,3.849,6.503,6487.807,,20862.64,0.058,3055.883204,0.491,0.003,2.932165215,0.213,0.151,0.95,3.54054927825928,109856.6015625
48,2,2015-03-01,7302.0,1478.0,30.0,653.851,754.345,5.262,4.021,6494.309,,19545.715,0.056,2997.768943,0.518,0.004,2.91150771,0.212,0.158,0.949,3.65159916877747,77984.4375
48,2,2015-06-10,7264.0,1477.0,31.0,655.268,655.268,4.021,4.021,6490.288,,22833.786,0.057,3186.94305,0.448,0.004,2.906573767,0.215,0.157,0.949,3.65065288543701,110935.4921875
48,2,2015-05-31,7265.0,1436.0,40.0,675.23,675.23,12.389,12.389,6502.678,,17816.825,0.053,3237.106007,0.535,0.004,2.896347975,0.21,0.16,0.948,3.70986223220825,73943.3828125
48,3,2015-10-07,7593.0,1375.0,30.0,1361.87,1342.507,8.779,11.155,5765.09,,15482.457,0.05,1982.736285,0.28,,2.635210545,0.209,0.196,0.951,3.56168174743652,93182.71875
48,8,2014-07-06,7809.0,994.0,27.0,2000.0,2000.0,500.0,500.0,7872.891,,17099.978,0.06,4960.702822,0.646,,1.916466746,0.268,0.204,0.958,3.56509399414063,48123.8828125
10,6,2016-03-14,7320.0,1281.0,31.0,659.256,659.256,56.941,56.941,7113.854,150.714,8397.784,0.068,4238.240598,0.554,0.003,2.754215806,0.223,0.157,0.976,3.92062640190125,82195.0234375
10,6,2016-03-15,7320.0,1202.0,31.0,661.107,661.107,56.941,56.941,7056.914,147.129,,0.062,,,0.003,,0.159,0.337,0.976,3.84332847595215,87263.5703125
10,6,2016-03-15,7082.0,1325.0,32.0,756.009,424.351,316.86,25.733,7101.139,147.89,8613.969,0.056,4088.652953,0.451,0.003,3.060711593,0.202,0.184,0.971,3.87749457359314,104560.09375
10,6,2016-03-14,7322.0,1231.0,31.0,127.08,442.524,342.593,345.857,7126.872,147.89,7859.146,0.061,4319.588874,0.567,0.003,2.837783273,0.222,0.155,0.971,3.87898182868958,85156.0546875
10,6,2015-10-05,3332.0,1244.0,31.0,527.572,527.572,13.009,13.009,7148.032,155.288,10708.289,0.059,4281.086269,0.419,0.001,3.012583879,0.205,0.172,0.973,2.47653818130493,37581.2421875
10,2,2015-10-06,4920.0,,3.0,2000.0,2000.0,500.0,500.0,6496.097,,20202.9575,0.057,3244.211108,0.455,0.002,2.472442901,0.213,0.176,0.973,2.03434276580811,65588.2109375
10,8,2015-10-31,5000.0,1228.0,33.0,639.258,639.258,500.0,146.912,7776.192,,17491.412,0.055,4819.500039,0.566,,1.93032599,0.266,0.207,0.973,3.15827202796936,38698.63671875
10,6,2015-07-12,4855.0,1727.0,39.0,339.45,339.45,13.009,13.009,7135.022,154.567,9775.133,0.055,3981.358477,0.443,0.004,3.172530323,0.194,0.178,0.974,3.36609148979187,62273.3671875
10,5,2015-07-11,4920.0,1700.0,39.0,332.334,332.334,193.846,193.846,6937.859,,13397.147,0.039,4068.79312,0.353,0.005,1.935278042,0.15,0.405,0.974,3.34562516212463,71900.703125
10,6,2015-07-12,4742.0,1717.0,40.0,335.272,335.272,3.317,193.846,7131.705,155.848,9723.194,0.055,4042.466718,0.417,0.003,3.149216678,0.187,0.185,0.973,3.31752753257751,48426.640625
10,8,2015-07-12,4740.0,1776.0,40.0,637.087,637.087,500.0,146.912,7923.104,,18910.144,0.056,5220.814814,0.583,,2.0188415,0.262,0.183,0.973,3.47689080238342,31546.060546875
48,3,2016-01-05,9030.0,1256.0,32.0,616.06,616.06,29.877,29.877,5855.63,,18807.693,0.05,1976.79005,0.151,,2.563500818,0.202,0.231,0.93,3.95447731018066,108193.71875
48,3,2016-01-02,9005.0,1468.0,31.0,619.152,619.152,1.165,1.165,5825.754,,19746.725,0.051,1973.688799,0.14,,2.69310484,0.201,0.23,0.929,4.15422821044922,93793.8671875
48,3,2015-12-28,9049.0,1253.0,31.0,885.786,885.786,1.165,1.165,5824.589,,20289.197,0.051,1975.102507,0.128,,2.656186419,0.204,0.234,0.928,3.9372341632843,91974.359375
48,8,2014-09-07,10080.0,1408.0,35.0,2000.0,2000.0,500.0,500.0,7756.361,,17668.177,0.061,4970.04847,0.537,,1.815906748,0.273,0.209,0.947,4.77137184143066,88455.0
42,6,2014-06-13,7398.0,1307.0,36.0,2000.0,2000.0,500.0,500.0,7161.659,165.001,4823.177,0.056,4568.024616,0.706,0.009,3.073591972,0.175,0.175,0.935,3.70609951019287,63257.37109375
48,2,2015-04-21,10559.0,1489.0,29.0,2000.0,2000.0,500.0,500.0,6454.908,,22524.928,0.057,3160.120863,0.432,0.002,2.883483675,0.221,0.205,0.936,4.75589227676392,147762.203125
48,6,2015-04-25,10553.0,1484.0,35.0,2000.0,2000.0,500.0,500.0,7003.079,205.929,10324.591,0.056,4315.272883,0.598,0.003,3.470312865,0.157,0.271,0.936,4.91272306442261,148091.765625
48,8,2015-04-30,10540.0,1979.0,36.0,2000.0,2000.0,500.0,500.0,7704.094,,25098.857,0.071,4991.84128,0.545,,3.139622134,0.284,0.204,0.936,5.60709047317505,79449.71875
47,5,2015-08-21,6953.0,1356.0,37.0,2000.0,2000.0,500.0,500.0,5302.138,,18428.578,0.057,3207.9128,0.412,0.016,2.895895358,0.201,0.224,0.761,4.16791200637817,81492.0
10,5,2017-02-28,9482.0,2245.0,62.0,312.275,312.275,169.918,169.918,6031.109,,18270.51,0.034,3392.394545,0.356,0.009,1.917327939,0.131,0.498,0.903,6.10872411727905,67882.2734375
10,6,2017-02-02,9584.0,2212.0,61.0,337.063,337.063,5.823,175.741,6206.849,465.218,17270.4,0.046,3567.879162,0.539,0.024,2.512740658,0.143,0.378,0.903,6.15601921081543,384544.5
10,6,2017-02-02,9540.0,2228.0,61.0,312.102,312.102,11.028,11.028,6201.027,465.218,19865.37,0.047,3692.462534,0.493,0.017,2.633232763,0.15,0.351,0.904,6.14575529098511,72298.2421875
10,5,2014-05-07,5069.0,1464.0,45.0,,,,,6001.775,,15460.871,0.032,3690.963423,0.425,0.013,2.028183627,0.139,0.469,0.904,3.12807083129883,56434.0
63,6,2016-01-18,7442.0,1123.0,35.0,782.542,782.542,190.137,190.137,6930.036,419.185,13367.353,0.061,4552.518881,0.639,0.009,3.75441236,0.198,0.194,0.922,4.00761127471924,90241.9921875
63,6,2016-01-16,10055.0,1124.0,37.0,623.387,37.025,228.048,171.858,6739.898,419.185,14551.121,0.08,4600.877667,0.68,0.011,3.408419293,0.226,0.11,0.921,4.93822574615479,141171.0
63,6,2016-01-13,10143.0,1111.0,34.0,609.032,609.032,171.858,171.858,6911.756,409.311,14932.549,0.061,4656.239303,0.595,0.011,3.551790697,0.198,0.197,0.92,4.9326958656311,146719.0
63,6,2016-02-01,10142.0,944.0,31.0,35.252,322.196,308.169,345.559,6733.69,409.311,15024.689,0.081,4562.547579,0.671,0.013,3.370040611,0.224,0.129,0.919,4.62892913818359,95531.0
63,5,2016-08-24,10264.0,1086.0,34.0,28.832,333.554,33.286,1.223,6453.48,,27998.414,0.052,3747.940712,0.341,0.015,2.308542589,0.193,0.309,0.918,4.94398069381714,108885.0
63,6,2016-09-04,10263.0,1220.0,39.0,634.801,329.838,298.144,159.494,6712.787,396.803,13612.004,0.081,4564.309424,0.702,0.013,3.299954151,0.207,0.155,0.917,5.17999362945557,155017.0
63,6,2016-07-22,10264.0,1109.0,38.0,1368.117,666.212,166.459,102.479,6872.28,396.803,11635.015,0.061,4521.875291,0.677,0.012,3.138033612,0.185,0.246,0.916,5.02079772949219,123052.0
63,6,2016-08-19,7383.0,1143.0,37.0,662.865,336.584,299.998,70.945,6698.856,402.918,11988.616,0.078,4380.536165,0.731,0.013,3.155236533,0.198,0.173,0.915,3.99937558174133,91450.0
63,5,2016-01-17,7408.0,1128.0,25.0,623.223,623.223,228.048,228.048,6511.851,,24926.564,0.047,3985.303963,0.332,0.014,2.002786292,0.188,0.351,0.922,3.81834816932678,62648.0
63,5,2017-12-05,10254.0,1409.0,53.0,323.567,323.567,187.925,187.925,6413.481,,26505.69,0.051,3263.574612,0.333,0.014,2.427769743,0.193,0.259,0.921,5.61540603637695,71714.0
63,5,2016-01-12,10253.0,1110.0,38.0,649.004,611.863,49.432,270.778,6462.912,,26890.653,0.052,3834.623967,0.356,0.016,2.340606188,0.194,0.296,0.92,4.97121953964233,107838.0
63,5,2017-12-09,10253.0,1410.0,54.0,335.975,335.975,205.454,205.454,6388.131,,30323.009,0.052,3173.808795,0.268,0.015,2.557690323,0.194,0.266,0.919,5.62198305130005,104974.0
63,5,2016-08-24,10103.0,1124.0,35.0,622.68,325.756,129.654,258.084,6454.703,,27575.203,0.052,3729.701641,0.347,0.015,2.270404956,0.195,0.31,0.918,4.8813648223877,90718.0
63,5,2017-12-11,10203.0,1415.0,53.0,341.214,341.214,197.276,197.276,6374.584,,14409.032,0.066,3659.736326,0.67,0.015,2.120781481,0.251,0.136,0.917,5.58306789398193,130741.0
63,5,2016-07-22,10201.0,1107.0,36.0,661.522,645.639,56.348,267.924,6430.932,,27257.173,0.053,3808.987352,0.371,0.012,2.36524923,0.185,0.311,0.916,4.89919424057007,110775.0
63,5,2017-04-25,10294.0,1426.0,54.0,314.317,314.317,211.14,211.14,6366.785,,30906.927,0.054,3094.378479,0.286,0.012,2.525526104,0.187,0.289,0.915,5.66837596893311,109568.9921875
63,2,2015-10-18,10303.0,1303.0,45.0,2000.0,2000.0,500.0,500.0,5898.772,,33223.818,0.062,3032.035081,0.394,0.011,2.027450683,0.275,0.095,0.922,5.28203010559082,94473.0
43,5,2015-12-17,6826.0,,,158.594,158.594,198.072,198.072,5674.017,,23624.322,0.059,3425.295322,0.505,0.01,2.38790922,0.193,0.327,0.941,4.43934202194214,134252.0
43,6,2015-12-21,6636.0,,,215.228,415.763,500.0,294.97,6167.059,493.314,23442.486,0.067,3440.187288,0.571,0.013,2.525164504,0.201,0.23,0.941,4.47757577896118,139907.15625
43,6,2015-12-21,6946.0,1735.0,44.0,823.121,490.167,123.341,48.61,5872.089,493.314,16655.079,0.059,4123.763365,0.677,0.013,2.808833617,0.172,0.285,0.941,4.92075252532959,128747.0
43,5,2016-11-07,6952.0,2015.0,61.0,1060.638,631.047,53.547,60.55,5627.473,,35047.269,0.063,3223.471591,0.292,0.01,2.483537857,0.193,0.311,0.941,5.38028955459595,100828.0078125
43,6,2016-11-07,6792.0,1833.0,61.0,202.024,511.724,269.954,293.226,5920.699,492.882,22788.265,0.058,3326.821593,0.513,0.013,2.66713937,0.176,0.277,0.941,5.15937852859497,83976.0
43,5,2017-03-20,6463.0,1776.0,57.0,562.583,562.583,60.55,60.55,5688.023,,27188.173,0.057,3665.677703,0.4,0.01,2.345854627,0.191,0.337,0.941,4.84839153289795,160638.0
43,6,2017-03-20,6792.0,1883.0,56.0,852.644,852.644,219.894,219.894,6205.094,492.882,17759.187,0.059,3482.138654,0.634,0.012,13.62370944,0.194,0.276,0.941,5.19897270202637,110002.0
28,6,2018-06-15,10751.0,2022.0,50.0,1271.77,18.768,11.633,11.633,6976.423,222.034,7268.686,0.05,4856.635855,0.653,0.002,2.986377557,0.175,0.212,0.85,8.03600406646729,113230.7890625
28,5,2018-12-05,10814.0,2034.0,52.0,404.439,404.439,301.287,173.028,6669.319,,15966.746,0.051,3927.908184,0.413,0.008,2.61923136,0.192,0.247,0.85,8.08336353302002,78071.0390625
28,2,2018-11-28,10658.0,2560.0,62.0,676.23,363.449,12.433,4.618,6281.014,,19739.834,0.051,2564.459815,0.494,0.005,2.374083896,0.2,0.148,0.851,9.09141159057617,203161.46875
28,2,2018-12-06,10720.0,1604.0,35.0,,,,,5528.30322265625,,9355.128,0.067,3488.359097,0.76,0.011,2.55167352,0.224,0.139,0.931,6.96942567825317,394342.8125
10,6,2016-04-07,5024.0,1092.0,32.0,660.393,660.393,224.743,269.299,6695.271,406.534,10448.681,0.039,4414.692129,0.648,0.007,1.976094867,0.136,0.409,0.91,2.90123248100281,65566.8203125
10,6,2016-04-08,5894.0,931.0,28.0,297.203,674.772,247.078,261.958,6692.205,406.769,11624.432,0.04,4476.951334,0.606,0.007,2.013279324,0.138,0.4,0.911,3.03189015388489,41770.94140625
10,5,2016-04-07,5922.0,927.0,27.0,1339.056,297.452,168.247,87.704,6525.491,,28291.131,0.061,3898.273843,0.43,0.007,2.657227314,0.176,0.305,0.911,3.01106095314026,45717.625
10,7,2016-04-07,5922.0,924.0,27.0,292.674,295.662,260.426,258.893,6954.163,,15549.353,0.051,3496.104609,0.533,,2.060769779,0.182,0.292,0.911,3.06220436096191,34589.84765625
48,5,2018-09-13,10191.0,1797.0,33.0,231.06,231.06,190.074,190.074,6529.965,,12351.066,0.054,3747.495374,0.567,0.017,2.638760156,0.211,0.11,0.855,5.03749752044678,111865.1328125
57,5,2018-11-15,9042.0,1866.0,52.0,,,,,4160.4345703125,,12373.869,0.031,2678.312263,0.434,0.02,2.340328714,0.179,0.267,0.819,4.96846342086792,143333.0
10,2,2019-04-09,7599.0,2006.0,43.0,362.834,362.834,90.498,90.498,6197.769,,13700.015,0.054,2663.712194,0.643,0.012,2.3023515,0.219,0.096,0.975,4.70666170120239,191190.0
10,6,2019-04-23,10241.0,1819.0,45.0,797.69,797.69,11.655,11.655,6810.38,254.895,10424.358,0.043,4212.678237,0.448,0.011,2.652351278,0.151,0.249,0.976,5.83621883392334,166758.0
10,3,2019-04-13,7586.0,1991.0,43.0,765.785,765.785,4.001,4.001,5426.988,,4717.261,0.04,1849.125829,0.793,,2.201359942,0.229,0.132,0.975,4.56978464126587,166191.0
10,6,2014-10-19,5022.0,2087.0,51.0,2000.0,1076.797,26.954,500.0,6578.126,408.565,19462.807,0.048,4153.540048,0.496,0.009,2.124912651,0.142,0.39,0.916,3.68338227272034,86912.46875
47,6,2016-02-19,5106.0,1758.0,42.0,1075.128,669.614,325.745,163.463,6852.674,422.204,17718.233,0.062,4599.65569,0.574,0.007,2.80461921,0.163,0.283,0.931,3.95676875114441,103622.0
47,5,2016-02-25,5092.0,1765.0,40.0,1075.502,576.502,335.815,176.103,6520.609,,23927.255,0.045,3451.508362,0.262,0.01,2.263325643,0.154,0.39,0.931,3.87330174446106,91264.5703125
47,5,2016-12-05,10398.0,1956.0,47.0,,,,,6313.8857421875,,25611.1,0.043,3725.643509,0.222,0.008,2.282515682,0.148,0.429,0.934,7.25615692138672,246430.0
47,6,2016-12-05,10434.0,1776.0,57.0,1326.879,1326.879,16.273,16.273,6996.022,406.346,13385.599,0.043,4417.284556,0.529,0.007,2.319340579,0.138,0.385,0.933,7.29947185516357,189206.0
47,6,2016-12-16,10368.0,1977.0,53.0,1337.914,337.318,393.895,69.358,6929.532,435.679,17026.793,0.056,4553.242693,0.544,0.007,2.450167085,0.147,0.347,0.931,7.48303985595703,209368.015625
47,5,2016-12-16,10368.0,1976.0,53.0,996.744,666.841,359.216,324.536,6535.637,,23590.249,0.041,3643.854245,0.21,0.007,2.225053206,0.144,0.429,0.932,7.409508228302,234731.0
47,5,2015-02-13,4449.0,1758.0,36.0,2000.0,1004.836,12.641,500.0,6533.249,,23577.778,0.046,3552.157981,0.293,0.01,2.220478495,0.154,0.392,0.932,3.47710037231445,86795.0
10,6,2015-03-26,5046.0,1664.0,38.0,6.878,6.878,218.885,218.885,6456.304,404.552,14569.237,0.035,3848.52397,0.476,0.011,1.980118406,0.134,0.416,0.912,3.27907037734985,54910.1015625
25,6,2013-05-19,3661.0,343.0,22.0,2000.0,749.893,38.119,500.0,6689.479,225.416,8316.457,0.036,4158.818264,0.464,0.011,1.855525237,0.134,0.404,0.886,2.75627636909485,104870.25
10,5,2017-05-20,8955.0,2009.0,73.0,646.618,657.356,12.604,5.292,6761.299,,15032.1,0.048,3307.370238,0.526,0.012,2.078499517,0.193,0.251,0.965,5.86422252655029,168749.0
10,2,2017-05-20,9463.0,2237.0,66.0,675.315,663.949,37.907,7.957,6156.808,,30146.145,0.058,3123.66556,0.394,0.008,2.654069,0.24,0.136,0.965,6.1984715461731,322368.0
10,5,2017-05-18,9444.0,1995.0,73.0,646.063,646.063,0.288,0.288,6756.007,,15858.0375,0.043,4219.313106,0.394,0.01,2.176934202,0.171,0.378,0.962,6.09497165679932,166371.0
10,2,2017-05-19,9367.0,2222.0,65.0,648.662,648.662,7.957,7.957,6148.851,,28596.041,0.057,3065.548273,0.412,0.008,2.643919215,0.238,0.141,0.965,6.11745023727417,258691.0
10,6,2017-05-09,9476.0,2229.0,62.0,1004.385,830.919,7.703,15.118,6756.294,224.903,18955.818,0.048,4325.276394,0.365,0.018,2.353763581,0.179,0.35,0.964,6.21584367752075,174035.0
10,2,2017-05-07,9490.0,2231.0,61.0,1006.799,827.641,33.914,55.602,6136.626,,27549.22,0.056,2976.238537,0.42,0.01,2.612673984,0.237,0.142,0.964,6.12871646881104,300978.0
10,5,2016-06-27,9836.0,1796.0,43.0,2000.0,914.201,500.0,500.0,6800.232,,14476.687,0.047,4119.785487,0.548,0.005,2.306059379,0.17,0.313,0.96,5.58015871047974,215332.28125
10,2,2016-10-25,9836.0,1830.0,41.0,2000.0,199.79,78.377,500.0,6269.363,,24385.192,0.062,2632.991335,0.491,0.008,2.488567039,0.215,0.157,0.96,5.52236938476563,252239.09375
10,5,2017-09-22,9744.0,1836.0,38.0,505.226,388.458,171.037,153.793,6646.439,,34287.156,0.076,3906.587673,0.264,0.005,2.767170329,0.194,0.23,0.96,5.48779201507568,204933.15625
10,5,2017-09-21,9353.0,1906.0,40.0,776.757,366.297,175.431,235.083,6565.148,,21032.386,0.07,3956.496597,0.503,0.008,2.596894328,0.226,0.127,0.961,5.41371870040894,193311.09375
10,5,2018-03-21,9744.0,1829.0,43.0,460.835,443.695,208.888,269.571,6834.719,,12862.877,0.059,4362.419647,0.529,0.008,2.886584488,0.179,0.203,0.961,5.6040997505188,184776.859375
10,5,2018-03-21,9560.0,1883.0,40.0,888.384,426.68,148.204,121.367,6686.516,,31587.829,0.075,4076.603783,0.316,0.008,2.380632844,0.177,0.31,0.962,5.49003505706787,234013.8125
10,1,2019-04-13,9845.0,,36.0,218.854,218.854,342.386,342.386,5887.789,,2507.047,0.071,2271.141482,0.936,,2.266083606,0.153,0.094,0.96,5.19758129119873,163882.25
10,2,2018-04-13,9794.0,1901.0,41.0,419.047,322.217,500.0,226.27,6190.987,,24116.23,0.066,3025.389353,0.523,0.008,2.725513234,0.226,0.131,0.961,5.57671594619751,103942.09375
10,1,2019-04-13,9840.0,1900.0,41.0,352.245,352.245,221.962,221.962,5665.827,,23856.559,0.059,2208.697553,0.313,,2.416128942,0.211,0.1,0.961,5.51108407974243,238003.875
11,5,2015-11-07,8297.0,1579.0,36.0,2000.0,731.999,20.929,500.0,4910.347,,13515.733,0.036,2833.043989,0.35,0.018,2.29877344,0.181,0.263,0.872,3.76728916168213,168851.83
37,5,2018-02-01,6739.0,1614.0,40.0,2000.0,2000.0,500.0,500.0,4908.1,,16707.997,0.049,2608.63294,0.452,0.045,2.547950512,0.208,0.149,0.716,4.70091104507446,28330.0
36,8,2018-01-15,6737.0,1730.0,51.0,2000.0,2000.0,500.0,500.0,6878.077,,13172.22,0.055,4395.032043,0.736,,3.09376345,0.28,0.115,0.714,5.36012601852417,94611.0
37,7,2018-02-23,6923.0,1899.0,53.0,2000.0,2000.0,500.0,500.0,6287.597,,16738.096,0.062,3692.962346,0.827,,2.330176153,0.251,0.159,0.691,5.55219316482544,50794.796875
37,8,2018-02-13,6739.0,1865.0,53.0,1482.142,1482.142,500.0,141.684,6788.166,,20700.175,0.08,4240.68105,0.661,,2.689294908,0.278,0.154,0.69,5.49687480926514,35686.43359375
57,2,2017-10-05,10418.0,1869.0,59.0,411.33,411.33,61.25,61.25,4748.85,,18063.337,0.055,2317.348469,0.518,0.027,2.347862511,0.223,0.107,0.916,5.70575428009033,146994.25
57,2,2017-09-27,10419.0,1870.0,59.0,411.285,742.612,67.126,61.25,4810.1,,17091.574,0.053,2363.569842,0.542,0.027,2.279755369,0.231,0.109,0.916,5.70897626876831,160557.28125
57,5,2017-09-23,10418.0,2509.0,76.0,32.788,373.409,114.692,220.294,5220.547,,23122.265,0.057,2786.371833,0.271,0.024,2.86586943,0.198,0.167,0.916,6.84153270721436,222749.390625
57,5,2017-09-24,10418.0,1869.0,59.0,1118.625,787.709,211.697,137.543,5154.992,,19612.045,0.053,2541.262574,0.331,0.024,2.645271191,0.204,0.142,0.916,5.75914764404297,238973.375
57,6,2017-09-26,10412.0,1870.0,60.0,32.643,32.643,220.294,220.294,5440.841,298.407,7846.442,0.049,3429.954007,0.668,0.028,2.520292857,0.161,0.228,0.916,5.80791044235229,207816.09375
57,2,2019-02-06,10500.0,1845.0,52.0,576.388,574.971,106.901,110.139,4967.283,,19581.835,0.066,2395.680189,0.582,0.008,2.45332144,0.235,0.113,0.914,5.60435485839844,117825.2265625
