Operator,Reservoir,CompletionDate,LateralLength_FT,ProppantIntensity_LBSPerFT,FluidIntensity_BBLPerFT,HzDistanceToNearestOffsetAtDrill,HzDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetCurrent,VtDistanceToNearestOffsetAtDrill,WellDepth,ReservoirThickness,OilInPlace,Porosity,ReservoirPressure,WaterSaturation,StructureDerivative,TotalOrganicCarbon,ClayVolume,CarbonateVolume,Maturity,TotalWellCost_USDMM,CumOil12Month
23,6,2014-07-31,4867.0,1068.0,37.0,1105.491,935.735,25.498,44.538,6048.81,472.907,24992.351,0.052,3601.402385,0.42,0.044,2.958026553,0.191,0.267,0.918,2.82517671585083,48808.0
47,2,2017-04-16,7616.0,2009.0,50.0,2000.0,2000.0,500.0,500.0,5101.475,,18240.644,0.063,2712.482422,0.657,0.014,2.795000431,0.226,0.097,0.753,5.42254209518433,106020.0
47,5,2017-03-31,7608.0,2003.0,50.0,2000.0,2000.0,500.0,500.0,5560.448,,20300.442,0.063,3314.650507,0.407,0.018,3.471372886,0.197,0.153,0.754,5.49061870574951,232980.0
40,8,2011-02-05,3930.0,672.0,21.0,2000.0,2000.0,500.0,500.0,6513.729,,13235.458,0.064,3810.338041,0.695,,2.140515111,0.27,0.18,0.736,2.07978057861328,33763.0
47,5,2017-01-27,4948.0,1923.0,42.0,446.441,446.441,5.344,5.344,5725.667,,22178.555,0.068,3289.581516,0.44,0.009,3.062425934,0.205,0.191,0.782,3.77056336402893,154814.296875
47,6,2016-08-10,4935.0,1921.0,48.0,654.151,653.027,44.286,85.761,6110.658,345.266,9377.069,0.061,3188.750581,0.752,0.006,2.694419773,0.182,0.235,0.788,3.88379240036011,60813.54296875
47,6,2016-08-09,4627.0,1999.0,55.0,652.411,652.411,2.812,2.812,6113.47,345.266,10351.04,0.068,3282.748575,0.762,0.006,2.670566407,0.182,0.234,0.787,3.82909154891968,111080.0
47,6,2016-08-09,4938.0,1919.0,47.0,655.617,948.214,500.0,3.012,6110.458,345.266,11903.58,0.071,3441.740221,0.736,0.009,2.666561989,0.181,0.231,0.786,3.86846995353699,37064.48828125
40,5,2012-11-22,6606.0,1195.0,34.0,2000.0,548.024,6.362,500.0,4432.337,,2846.284,0.063,1341.310855,0.912,0.021,1.986370213,0.219,0.114,0.776,2.96883702278137,147210.0
57,6,2016-02-23,7683.0,1872.0,60.0,623.632,954.2,51.63,87.622,6809.754,221.2,14720.19,0.055,4400.558409,0.404,0.007,2.562455277,0.141,0.333,0.912,4.79933643341064,123303.0
57,7,2016-02-22,7689.0,1840.0,61.0,769.766,696.527,109.064,130.506,6897.376,,9649.823,0.042,3926.837425,0.512,,2.20737992,0.13,0.374,0.914,4.8007607460022,123763.0
57,0,2016-08-01,7818.0,1864.0,56.0,400.52,400.52,52.571,52.571,6191.702,,9163.356,0.058,3273.363687,0.711,,2.246053879,0.229,0.128,0.91,4.72142124176025,154620.0
57,2,2016-08-02,6983.0,1865.0,56.0,401.359,401.359,52.571,52.571,6139.131,,23346.799,0.056,3003.188437,0.362,0.008,2.659139704,0.222,0.155,0.91,4.33126258850098,151989.0
57,6,2014-09-15,4964.0,1868.0,43.0,658.74,686.27,5.206,4.574,6813.339,234.265,15865.023,0.058,4312.803385,0.411,0.009,3.090734422,0.147,0.265,0.894,3.41155219078064,56228.76171875
57,6,2013-11-21,4932.0,1556.0,47.0,2000.0,594.284,27.004,500.0,6817.913,234.265,15662.379,0.057,4077.463115,0.393,0.006,3.052149791,0.155,0.258,0.893,3.25962233543396,72837.328125
57,6,2014-09-15,4990.0,1865.0,43.0,709.325,772.196,11.055,5.838,6819.177,234.265,15741.567,0.058,3891.871391,0.426,0.009,2.893797647,0.154,0.274,0.896,3.43014359474182,49841.28125
57,6,2014-02-14,4974.0,1560.0,49.0,2000.0,836.108,16.271,500.0,6835.448,238.608,15999.315,0.059,3240.548582,0.489,0.009,2.49620024,0.182,0.223,0.897,3.29255056381226,72905.8359375
57,6,2014-12-12,7630.0,1889.0,53.0,1284.17,968.888,48.302,15.638,6794.116,221.2,13461.75,0.05,4079.184258,0.411,0.008,2.664022666,0.139,0.328,0.91,4.69581604003906,168541.0
57,6,2017-11-10,10337.0,1859.0,61.0,772.985,592.993,61.877,42.533,6762.785,232.623,16648.24,0.048,3970.095386,0.292,0.004,2.803293779,0.154,0.316,0.882,6.01660394668579,151520.015625
57,6,2017-11-10,10372.0,1859.0,61.0,409.06,409.06,76.467,76.467,6844.005,230.574,11514.798,0.051,3988.162641,0.446,0.008,2.840236124,0.145,0.306,0.883,6.04505205154419,113163.0
57,6,2017-11-07,10376.0,1852.0,60.0,420.132,303.184,73.343,73.343,6767.539,230.574,13588.32,0.045,3625.545182,0.317,0.008,2.690853631,0.152,0.329,0.884,6.00258159637451,106381.0
57,6,2017-11-05,8375.0,1859.0,66.0,419.784,419.784,72.402,72.402,6840.882,236.155,14293.319,0.058,3986.00596,0.443,0.007,2.872320698,0.156,0.278,0.888,5.19056797027588,89144.0
57,6,2017-11-05,9396.0,1935.0,67.0,420.199,474.95,60.918,72.402,6768.48,236.155,14448.36,0.048,3865.445381,0.326,0.008,2.739753637,0.149,0.323,0.886,5.74897527694702,126687.0
57,5,2018-11-19,10389.0,1880.0,52.0,411.583,263.397,350.86,359.659,6405.503,,19861.827,0.038,3083.698337,0.387,0.006,2.174843453,0.144,0.408,0.883,5.87141036987305,140979.0
57,2,2018-11-19,10383.0,1885.0,53.0,6.529,343.249,221.957,344.437,6061.066,,26313.577,0.053,3159.967328,0.285,0.009,2.920460365,0.213,0.16,0.883,5.84115123748779,203091.0
19,5,2018-03-04,9461.0,1954.0,49.0,338.567,338.567,205.964,205.964,5738.275,,21380.689,0.057,3097.356048,0.334,0.011,2.811155489,0.205,0.19,0.88,5.90533304214478,173556.0
19,6,2018-02-02,9608.0,1599.0,42.0,338.262,338.262,131.979,131.979,5944.239,262.994,8064.236,0.056,3579.692443,0.641,0.014,3.046129355,0.188,0.174,0.88,5.44761514663696,176960.0
19,5,2018-03-04,9450.0,1614.0,48.0,417.805,535.439,96.938,119.89,5812.26,,16759.69,0.049,3207.40924,0.409,0.023,2.555537216,0.198,0.256,0.881,5.47199249267578,163916.0
40,5,2016-06-26,10113.0,1870.0,58.0,13.065,13.065,99.369,158.365,5073.557,,13669.063,0.056,3144.710359,0.556,0.009,2.780973431,0.2,0.24,0.869,5.3071928024292,181423.0
47,6,2017-12-30,10313.0,1794.0,43.0,20.501,20.501,500.0,326.299,5639.244,494.411,15953.5225,0.064,2924.129423,0.688,0.01,2.590217733,0.214,0.229,0.938,6.67605209350586,303762.09375
47,6,2017-12-30,10293.0,1727.0,44.0,19.74,19.74,326.299,326.299,5965.543,494.411,17135.249,0.065,3493.260222,0.681,0.01,3.426171575,0.228,0.241,0.938,6.63616895675659,140335.921875
47,6,2016-07-02,10119.0,1877.0,44.0,2000.0,2000.0,500.0,500.0,5624.351,495.14,22232.902,0.065,3509.12094,0.576,0.009,2.81547776,0.18,0.289,0.938,6.70580196380615,211752.0
23,6,2014-07-07,7499.0,1162.0,34.0,559.067,559.067,500.0,143.053,5537.986,511.883,14064.77333,0.067,3199.095859,0.693,0.011,2.982612527,0.201,0.231,0.865,3.72337293624878,82056.0
23,5,2017-03-26,9722.0,,50.0,588.356,702.05,213.999,220.935,5499.885,,21784.363,0.066,3666.294783,0.495,0.008,2.804951033,0.215,0.273,0.881,5.95905542373657,120578.0
23,6,2017-01-24,9722.0,,48.0,601.944,601.944,220.935,220.935,5720.82,544.469,12958.462,0.082,2999.664019,0.767,0.009,2.905541591,0.217,0.196,0.881,5.59927225112915,111897.0
23,5,2017-01-14,9302.0,1771.0,47.0,647.573,647.573,177.498,177.498,5492.744,,22038.027,0.068,3646.537965,0.508,0.008,2.906796625,0.218,0.259,0.881,5.3703670501709,135412.0
23,6,2017-01-14,9418.0,1741.0,46.0,648.105,648.105,50.577,177.498,5670.242,544.469,15641.295,0.08,3590.205204,0.722,0.005,2.739171057,0.19,0.252,0.88,5.41205406188965,125009.0
23,5,2015-05-27,7670.0,1271.0,30.0,229.17,229.17,2.219,2.219,5407.938,,26235.399,0.061,3126.775022,0.355,0.01,2.745487622,0.2,0.283,0.892,3.84901356697083,99703.5703125
23,5,2015-05-29,7610.0,1281.0,22.0,160.301,160.301,319.026,319.026,5399.942,,27430.768,0.063,3473.708261,0.363,0.01,2.905003979,0.205,0.269,0.892,3.73073077201843,81986.5390625
23,6,2015-05-30,7667.0,1273.0,22.0,160.251,160.251,311.029,311.029,5718.968,539.362,16117.984,0.078,2967.672666,0.692,0.011,2.657947305,0.197,0.242,0.892,3.79492521286011,46897.45703125
23,5,2015-06-09,7367.0,,,31.092,31.092,2.219,2.219,5410.158,,24625.531,0.059,3092.19932,0.363,0.008,2.730106351,0.198,0.285,0.892,3.59765958786011,75243.609375
23,6,2015-06-10,7364.0,1272.0,22.0,30.313,30.313,288.943,288.943,5713.454,539.362,14763.319,0.079,2946.573244,0.712,0.009,2.623002122,0.196,0.246,0.892,3.68538093566895,44620.390625
23,5,2015-06-14,7567.0,1289.0,22.0,170.869,170.869,282.436,282.436,5424.512,,23131.164,0.058,3328.460808,0.394,0.008,2.686908372,0.199,0.299,0.891,3.726478099823,78001.34375
23,6,2015-06-23,7667.0,1612.0,21.0,817.142,493.932,244.75,207.063,5706.947,539.362,16426.924,0.076,3022.332297,0.678,0.009,2.637049104,0.197,0.245,0.891,4.12204790115356,65157.66015625
23,5,2017-02-02,9572.0,,,264.081,264.081,370.033,277.353,5193.954,,23233.027,0.06,3174.584577,0.326,0.012,3.097201368,0.217,0.242,0.855,5.40918922424316,108819.1015625
23,5,2017-02-03,9422.0,2484.0,66.0,461.175,458.131,386.24,392.576,5183.497,,23028.745,0.06,3396.61641,0.333,0.012,2.970310429,0.207,0.268,0.854,6.60132932662964,82735.765625
23,6,2017-02-01,10012.0,1918.0,50.0,264.167,264.167,277.353,277.353,5471.307,459.652,11060.634,0.059,3270.396239,0.706,0.012,2.822501838,0.164,0.286,0.855,5.95484161376953,126785.5
23,6,2017-02-02,9572.0,,67.0,483.432,483.432,500.0,282.216,5465.713,454.427,10478.934,0.054,3677.388275,0.716,0.012,2.851861164,0.167,0.287,0.853,6.77697467803955,195502.671875
23,2,2017-02-02,9572.0,1995.0,49.0,356.656,356.656,370.033,370.033,4823.922,,20634.476,0.052,1874.756059,0.584,0.012,2.054981311,0.217,0.262,0.855,5.73012065887451,120966.828125
23,2,2017-02-04,9572.0,2495.0,66.0,926.837,541.257,385.133,12.672,4803.594,,19885.358,0.052,1826.575186,0.599,0.012,2.001113345,0.217,0.274,0.854,6.64054584503174,89703.4609375
23,2,2015-11-06,9897.0,,,2000.0,530.396,500.0,500.0,4790.921,,19610.628,0.051,1805.965531,0.598,0.013,1.958877119,0.214,0.284,0.853,4.86473417282104,114929.0
47,5,2015-07-24,4563.0,1700.0,34.0,2000.0,2000.0,500.0,500.0,6442.405,,27052.365,0.053,3724.229488,0.32,0.013,2.284600959,0.165,0.369,0.931,3.46192955970764,62404.51953125
47,6,2015-11-19,4833.0,1508.0,37.0,2000.0,2000.0,500.0,500.0,6863.827,402.134,26044.844,0.07,4153.257256,0.445,0.013,2.843874713,0.17,0.283,0.93,3.56267142295837,124884.8671875
42,5,2017-05-09,4799.0,2577.0,51.0,18.612,213.995,235.423,333.522,6474.166,,27317.664,0.061,3143.48849,0.327,0.002,2.725621955,0.196,0.244,0.932,3.51303601264954,98523.5625
42,5,2017-05-12,5058.0,2467.0,52.0,379.345,336.909,144.973,203.752,6611.489,,20557.661,0.046,3817.959225,0.36,0.002,2.142604539,0.137,0.416,0.932,3.60857152938843,72951.40625
42,5,2017-05-09,5074.0,2508.0,48.0,262.976,168.978,258.275,152.623,6458.866,,26927.523,0.058,3167.73044,0.316,0.002,2.759740603,0.205,0.219,0.932,3.58604907989502,96773.9609375
47,6,2015-03-17,4699.0,1690.0,37.0,2000.0,960.306,4.058,500.0,6882.313,405.791,24530.27,0.066,4170.646481,0.444,0.013,2.702331593,0.166,0.293,0.932,3.64072346687317,78374.15625
47,5,2016-10-06,5094.0,1827.0,47.0,2000.0,2000.0,500.0,500.0,6457.577,,28053.701,0.054,3715.264382,0.303,0.013,2.286297932,0.163,0.371,0.932,3.98524689674377,99616.796875
47,6,2016-10-07,5091.0,,47.0,959.92,811.538,18.176,4.058,6886.371,405.791,23890.086,0.064,4234.112712,0.429,0.014,2.5117245,0.163,0.303,0.932,5.58005142211914,121815.203125
42,0,2019-02-22,9136.0,,47.0,267.279,267.279,176.121,176.121,6222.852,,31849.471,0.056,3277.681066,0.282,,2.872695256,0.234,0.135,0.959,4.91483116149902,169273.265625
42,1,2019-02-27,8902.0,2035.0,48.0,1095.125,1095.125,2.596,2.596,5470.804,,13952.729,0.051,1875.322285,0.452,,2.263531186,0.243,0.161,0.959,4.87286853790283,65701.6484375
42,6,2019-02-27,9188.0,2032.0,48.0,8.302,267.211,290.371,293.059,6816.802,419.014,19231.797,0.034,4406.607996,0.248,0.012,1.881938269,0.126,0.464,0.959,5.18553161621094,237599.96875
42,6,2015-05-16,4452.0,4089.0,64.0,2000.0,2000.0,500.0,500.0,6962.758,384.968,14301.407,0.049,3340.223438,0.517,0.014,2.763769197,0.16,0.282,0.962,4.25512456893921,115706.0
42,6,2015-09-06,4540.0,1193.0,60.0,573.624,573.624,13.734,13.734,6956.852,435.76,14921.598,0.048,3482.955544,0.509,0.017,2.782070717,0.162,0.277,0.956,2.79970407485962,123411.0
42,6,2015-05-23,4811.0,3781.0,51.0,2000.0,274.36,206.276,500.0,6879.236,417.177,22293.752,0.05,4313.470189,0.399,0.015,2.851284643,0.174,0.261,0.955,4.23651075363159,136346.0
42,6,2015-09-07,4702.0,1205.0,61.0,573.042,573.042,13.734,13.734,6970.585,435.76,14058.075,0.048,3793.618637,0.557,0.017,2.766624409,0.162,0.278,0.956,2.87088131904602,101084.0
42,7,2015-01-21,7780.0,1326.0,36.0,2000.0,449.326,196.047,500.0,6919.352,,19801.591,0.05,4508.913631,0.366,,2.958355556,0.172,0.251,0.957,3.80783891677856,139594.0
42,6,2017-06-10,3910.0,2051.0,49.0,22.217,22.217,199.722,199.722,7004.622,455.113,10450.835,0.035,4240.671298,0.552,0.009,2.237424224,0.141,0.35,0.935,2.88695812225342,61812.98828125
42,5,2017-06-10,4996.0,1739.0,41.0,22.988,22.988,156.414,156.414,6635.189,,20370.849,0.046,3957.80708,0.386,0.004,2.166505704,0.146,0.404,0.935,3.08148431777954,74337.171875
42,6,2017-06-10,5061.0,1784.0,40.0,11.311,11.311,6.794,333.784,6804.9,455.113,18963.185,0.057,3436.005841,0.488,0.009,2.890653397,0.16,0.281,0.934,3.15518665313721,93872.4140625
42,5,2017-06-10,5056.0,1753.0,40.0,11.217,11.217,164.073,164.073,6471.116,,29590.221,0.059,3132.072944,0.283,0.004,2.779258668,0.203,0.228,0.934,3.08442234992981,88014.421875
42,5,2017-06-10,5060.0,1942.0,47.0,10.51,10.51,156.414,156.414,6478.775,,31005.628,0.06,3183.239006,0.266,0.004,2.79117694,0.199,0.238,0.935,3.2741756439209,71022.53125
42,6,2017-06-10,4976.0,2001.0,49.0,9.771,9.771,319.331,319.331,6798.106,455.113,21517.166,0.06,3507.429446,0.446,0.009,2.971067075,0.161,0.274,0.935,3.30727171897888,121840.46875
42,6,2015-07-22,6917.0,1914.0,36.0,182.674,182.674,3.406,258.638,6889.465,490.881,22276.294,0.058,3651.232105,0.408,0.012,2.955910443,0.16,0.279,0.949,3.96081376075745,121037.1484375
42,6,2015-07-22,6997.0,1977.0,37.0,11.229,11.229,2.42,3.406,6892.871,490.881,21191.096,0.057,3503.25107,0.422,0.011,2.939849432,0.159,0.282,0.949,4.05717897415161,100219.4453125
42,5,2015-07-23,7382.0,1802.0,34.0,11.644,11.644,11.847,11.847,6630.827,,24929.139,0.046,3301.273571,0.294,0.003,2.171971936,0.142,0.411,0.949,4.00600385665894,162429.40625
42,5,2015-07-24,7213.0,1887.0,35.0,25.211,25.211,271.472,271.472,6618.979,,26067.866,0.047,3462.088359,0.283,0.003,2.240725,0.15,0.387,0.949,4.0124716758728,156097.453125
42,6,2015-07-22,7130.0,1897.0,36.0,25.25,25.25,271.472,271.472,6890.451,490.881,21474.384,0.056,3687.445809,0.418,0.011,2.989277173,0.16,0.276,0.949,4.03895473480225,121899.546875
42,6,2014-07-23,7569.0,898.0,27.0,2000.0,639.466,146.43,500.0,6965.801,405.748,21056.7545,0.064,4633.499688,0.505,0.007,2.73529882,0.157,0.29,0.947,3.26840734481812,178660.0
42,2,2019-01-10,8319.0,3199.0,47.0,267.335,457.914,167.022,177.64,5969.646,,27090.744,0.054,2767.996156,0.387,0.005,2.244204828,0.242,0.151,0.942,5.77034044265747,154954.765625
42,6,2016-02-15,8112.0,1436.0,50.0,689.426,349.641,158.682,105.929,7063.625,399.217,10359.109,0.032,4462.90116,0.51,0.007,2.13936699,0.129,0.396,0.943,4.20781993865967,303791.96875
42,6,2016-02-14,8704.0,1500.0,49.0,706.824,9.876,211.435,105.506,6852.19,399.217,23286.308,0.063,3692.49744,0.438,0.007,3.126232469,0.158,0.277,0.943,4.45558452606201,151739.5625
42,5,2016-02-12,8703.0,1428.0,49.0,704.822,323.662,183.332,321.017,6636.678,,30423.472,0.05,4001.041522,0.233,0.003,2.267324207,0.142,0.421,0.943,4.35930633544922,169046.46875
42,6,2015-07-20,4608.0,1208.0,48.0,763.459,73.05,15.107,15.107,6822.795,467.715,14243.545,0.057,2407.516484,0.625,0.006,2.389023103,0.211,0.131,0.933,2.72668218612671,95818.0
63,6,2018-08-08,10338.0,1688.0,60.0,709.348,341.216,269.752,26.319,6886.913,424.979,21458.779,0.063,4642.38963,0.488,0.01,2.846260333,0.156,0.3,0.938,6.21721601486206,175843.46875
63,6,2018-08-07,10333.0,1706.0,60.0,13.563,13.563,225.782,225.782,6884.98,424.979,21227.261,0.063,4619.337816,0.487,0.01,2.857334591,0.157,0.298,0.938,6.23297119140625,268869.59375
63,6,2018-07-26,10204.0,1743.0,55.0,9.924,9.924,225.609,225.609,6884.807,410.694,20784.905,0.061,4720.572549,0.488,0.01,2.891835916,0.159,0.293,0.939,6.1316876411438,158641.078125
63,6,2018-07-14,10310.0,1409.0,52.0,8.811,284.63,190.565,312.362,6888.928,410.694,20411.821,0.06,4626.937425,0.489,0.01,2.90748483,0.16,0.293,0.939,5.69282531738281,132218.125
63,5,2018-08-08,10233.0,1671.0,62.0,648.792,329.25,192.69,142.276,6643.808,,24052.909,0.046,4123.906985,0.308,0.004,2.176299072,0.136,0.443,0.938,6.13993501663208,143922.796875
63,5,2018-08-07,10335.0,1710.0,63.0,13.742,13.742,294.466,294.466,6590.514,,27462.462,0.046,3763.663151,0.209,0.004,2.198248939,0.139,0.429,0.938,6.24553251266479,172161.234375
63,5,2018-07-26,10203.0,1691.0,55.0,9.989,9.989,225.609,225.609,6659.198,,23940.665,0.049,4199.023587,0.356,0.004,2.179214726,0.142,0.436,0.939,6.02274608612061,256230.09375
63,5,2018-07-21,10203.0,1414.0,54.0,8.574,8.574,308.24,308.24,6576.566,,20107.18133,0.052,2946.656864,0.43,0.004,2.34247641,0.157,0.438,0.939,5.64846134185791,139551.703125
63,2,2018-08-21,10318.0,1708.0,62.0,1027.664,1027.664,394.366,394.366,6096.35,,38840.825,0.062,3237.893093,0.236,0.004,2.909231745,0.226,0.151,0.938,6.1401104927063,144016.078125
63,2,2018-07-21,10325.0,1406.0,57.0,2000.0,636.016,21.237,500.0,6126.048,,34149.482,0.057,2453.524373,0.276,0.004,2.701922428,0.226,0.164,0.939,5.67072868347168,165633.125
14,6,2018-08-07,9654.0,1948.0,49.0,339.44,339.44,228.452,228.452,6269.475,239.389,6881.095,0.055,4166.449295,0.698,0.018,2.771746125,0.176,0.206,0.83,5.22152614593506,192790.0
14,2,2018-08-04,8878.0,2021.0,50.0,2000.0,2000.0,500.0,500.0,5548.425,,23727.624,0.052,2579.019631,0.452,0.013,2.342694869,0.221,0.138,0.829,4.88503980636597,179624.078125
14,5,2018-08-04,7729.0,2018.0,49.0,339.432,339.432,500.0,228.452,6041.023,,19360.583,0.069,3552.392807,0.4,0.017,3.197141305,0.217,0.136,0.829,4.45042705535889,190016.921875
10,6,2013-04-08,4040.0,1556.0,,2000.0,2000.0,500.0,500.0,6366.663,426.883,13947.53,0.039,3029.903465,0.445,0.015,1.818807016,0.132,0.433,0.908,2.70800709724426,57157.41796875
31,2,2017-12-13,9568.0,1845.0,49.0,415.73,462.149,195.246,190.271,6075.523,,27392.782,0.063,2829.549127,0.343,0.019,2.216585868,0.262,0.098,0.799,6.90318059921265,132741.828125
31,2,2017-12-19,9688.0,1845.0,49.0,423.786,423.786,27.362,229.658,6312.779,,8903.663,0.059,3319.907822,0.722,0.015,1.904227968,0.251,0.11,0.808,6.99830198287964,172642.234375
31,2,2017-12-23,3000.0,1859.0,49.0,454.62,653.77,180.037,139.967,6223.088,,12747.099,0.056,2993.320898,0.599,0.01,1.979692982,0.255,0.122,0.822,3.28343725204468,67564.0234375
31,2,2015-08-29,6395.0,1424.0,45.0,2000.0,640.792,137.331,500.0,6285.418,,22614.591,0.061,2929.465342,0.463,0.02,2.335853267,0.245,0.129,0.797,4.71119976043701,199864.765625
31,2,2015-11-26,5822.0,414.0,13.0,2000.0,479.607,226.189,500.0,6275.743,,26299.645,0.063,2778.395038,0.414,0.022,2.431530148,0.247,0.122,0.788,3.17960572242737,139749.296875
42,3,2016-11-04,4776.0,1606.0,51.0,2000.0,2000.0,500.0,500.0,5770.969,,17387.944,0.049,1971.371478,0.203,,2.732033393,0.197,0.214,0.949,2.89325165748596,128641.0546875
42,2,2016-11-04,4754.0,1547.0,34.0,201.155,201.155,500.0,177.169,6326.008,,23691.733,0.056,2842.120377,0.401,0.002,2.351956643,0.216,0.169,0.95,2.80251455307007,94963.6328125
42,1,2018-03-08,10489.0,2273.0,50.0,133.61,133.61,369.716,369.716,5983.901,,3419.345,0.045,2338.036955,0.875,,2.285174913,0.148,0.12,0.947,5.97730541229248,351161.875
42,2,2018-03-02,10818.0,2290.0,,247.138,288.792,138.942,142.919,6502.411,,17966.025,0.058,3174.346709,0.57,0.01,3.062118423,0.208,0.148,0.947,6.24717998504639,177573.671875
42,2,2018-03-01,10181.0,2375.0,,247.814,247.814,142.919,142.919,6359.491,,22228.146,0.052,2950.141515,0.383,0.01,2.291315948,0.215,0.181,0.947,6.0508599281311,417826.3125
42,2,2018-03-01,10172.0,2302.0,,390.876,390.876,26.124,169.043,6528.534,,17691.79467,0.058,2922.063119,0.57,0.006,2.957199241,0.204,0.15,0.95,5.98022937774658,248916.015625
19,6,2018-04-21,10257.0,1630.0,45.0,807.534,579.697,103.825,99.732,6789.921,226.041,10867.2445,0.056,3770.490706,0.592,0.007,2.834734807,0.189,0.179,0.96,5.89377021789551,109241.265625
19,5,2018-04-21,9580.0,1615.0,45.0,107.586,107.586,152.666,17.288,6508.594,,17481.148,0.047,3860.782094,0.323,0.009,2.129086853,0.195,0.334,0.96,5.61244821548462,83658.71875
19,6,2018-04-21,9301.0,1612.0,44.0,1170.155,229.514,74.703,28.929,6661.26,229.509,8483.318667,0.054,2934.68903,0.655,0.008,2.735262771,0.169,0.153,0.963,5.50339031219482,134121.875
19,5,2018-04-21,10334.0,1573.0,45.0,153.149,153.149,169.954,169.954,6491.306,,18412.438,0.048,3877.23237,0.322,0.009,2.202531642,0.191,0.316,0.96,5.89997148513794,89599.1484375
19,5,2018-04-21,10337.0,1608.0,45.0,176.315,176.315,82.153,82.519,6599.485,,17940.7855,0.06,3930.37694,0.455,0.012,2.877558536,0.201,0.224,0.961,5.95735931396484,131633.90625
19,6,2018-04-21,10341.0,1606.0,45.0,174.328,174.328,82.519,82.519,6682.004,225.067,8342.642,0.052,4003.100731,0.577,0.01,2.848375669,0.182,0.202,0.96,5.97401571273804,103984.84375
19,6,2018-04-19,10341.0,1602.0,40.0,168.768,168.768,145.88,145.88,6681.638,225.196,10121.5845,0.056,3953.019464,0.557,0.01,2.941715135,0.195,0.178,0.962,5.88857936859131,152858.421875
19,5,2018-04-13,10343.0,1603.0,42.0,208.929,208.929,86.405,86.405,6535.759,,17181.781,0.048,3905.667425,0.34,0.01,2.08549336,0.195,0.348,0.96,5.88828420639038,151355.765625
19,5,2018-04-12,10271.0,1590.0,40.0,167.294,167.294,185.556,185.556,6413.929,,19265.537,0.061,4058.284637,0.435,0.009,2.667276542,0.227,0.128,0.96,5.7926549911499,137628.078125
19,5,2018-04-12,10353.0,1598.0,40.0,224.34,224.34,86.405,86.405,6449.353,,22101.517,0.059,3856.836629,0.328,0.01,2.755021511,0.217,0.175,0.96,5.84330081939697,128261.2734375
19,6,2018-04-13,10338.0,1604.0,41.0,222.158,222.158,218.283,218.283,6667.636,225.669,8848.99,0.051,4036.136317,0.544,0.008,3.02510095,0.182,0.187,0.96,5.89437913894653,200025.6875
47,6,2017-02-09,7507.0,1425.0,39.0,859.691,859.691,2.173,2.173,6594.495,223.341,10609.97,0.058,3791.088576,0.524,0.015,3.421353916,0.181,0.209,0.96,4.78571748733521,143753.0
47,6,2017-02-07,7507.0,1396.0,39.0,860.408,860.408,2.173,2.173,6592.322,223.341,10444.539,0.061,3791.239441,0.565,0.011,3.610611888,0.177,0.203,0.959,4.74960803985596,132810.0
47,6,2017-02-08,7507.0,1432.0,40.0,863.367,890.662,15.721,2.95,6589.372,222.292,11108.584,0.06,3641.661103,0.568,0.007,3.519085515,0.177,0.209,0.958,4.80031633377075,131018.0
47,1,2017-11-22,7417.0,2573.0,39.0,2000.0,2000.0,500.0,500.0,5559.058,,4964.347,0.078,2049.79944,0.937,,3.401496956,0.109,0.146,0.96,5.88322925567627,138689.0
47,1,2017-11-22,7657.0,2479.0,40.0,936.335,936.335,500.0,315.117,5554.271,,4420.738,0.085,2047.944533,0.906,,3.865816012,0.086,0.157,0.958,5.9385404586792,149128.0
23,5,2017-07-23,9484.0,,,383.995,383.995,164.023,164.023,6307.392,,22768.594,0.062,3656.420406,0.355,0.01,3.040475476,0.215,0.177,0.956,5.39338731765747,140206.296875
23,6,2017-07-23,9572.0,1749.0,51.0,503.686,710.805,140.991,253.489,6560.88,233.657,11341.467,0.062,3837.949381,0.53,0.01,3.293150483,0.183,0.204,0.956,5.72225379943848,141017.703125
23,5,2017-07-28,9713.0,1752.0,43.0,384.137,384.137,89.465,99.136,6471.415,,20568.255,0.066,3941.772191,0.453,0.012,3.248827227,0.21,0.211,0.956,5.64086151123047,158355.578125
23,2,2017-07-21,9420.0,1789.0,47.0,903.125,901.475,108.339,102.579,5755.288,,20390.631,0.048,2737.195629,0.497,0.01,2.414938247,0.212,0.174,0.955,5.51309680938721,124105.75
23,3,2017-07-20,9422.0,1779.0,45.0,921.352,935.478,11.602,2.876,5090.978,,22142.409,0.074,1819.704428,0.364,,2.954825073,0.274,0.099,0.955,5.37418460845947,78961.6796875
23,6,2017-07-25,9762.0,,,809.061,855.022,270.44,277.72,6570.552,233.657,10293.917,0.059,3862.630299,0.586,0.011,3.221192288,0.178,0.218,0.954,5.62585401535034,114872.9765625
23,2,2017-07-27,9462.0,,48.0,903.016,903.016,102.579,102.579,5857.866,,30257.66,0.056,3053.473313,0.366,0.01,2.928710857,0.223,0.163,0.954,5.68685483932495,182590.703125
23,3,2017-07-29,9572.0,,45.0,849.272,849.272,0.819,0.819,5088.102,,20286.519,0.069,1826.010484,0.387,,2.856220701,0.264,0.109,0.954,5.43727874755859,100447.3125
